Movie,year,time_minute,imdb_rating,metascore,vote,gross_earning,certificates,genres
The Ward,(2010),89 min,5.5,38        ,"42,584",-,R,"
Horror, Mystery, Thriller            "
Teenage Mutant Ninja Turtles,(1990),93 min,6.7,51        ,"93,169",$135.27M,PG,"
Action, Adventure, Comedy            "
From Hell,(2001),122 min,6.8,54        ,"154,319",$31.60M,R,"
Horror, Mystery, Thriller            "
Lucy,(I) (2014),89 min,6.4,61        ,"485,695",$126.66M,R,"
Action, Sci-Fi, Thriller            "
The Informers,(2008),98 min,4.9,20        ,"16,752",$0.30M,R,"
Crime, Drama, Thriller            "
Monster,(2003),109 min,7.3,74        ,"149,840",$34.47M,R,"
Biography, Crime, Drama            "
Don Jon,(2013),90 min,6.5,66        ,"238,327",$24.48M,R,"
Comedy, Drama, Romance            "
Vice,(I) (2018),132 min,7.2,61        ,"142,639",$47.84M,R,"
Biography, Comedy, Drama            "
Antebellum,(2020),105 min,5.7,43        ,"25,836",-,R,"
Drama, Horror, Mystery            "
Official Secrets,(2019),112 min,7.3,63        ,"46,472",$0.40M,R,"
Biography, Crime, Drama            "
The English Patient,(1996),162 min,7.4,87        ,"188,661",$78.65M,R,"
Drama, Romance, War            "
Greenland,(2020),119 min,6.4,64        ,"112,304",-,PG-13,"
Action, Drama, Sci-Fi            "
Bad Boys for Life,(2020),124 min,6.5,59        ,"156,442",$206.31M,R,"
Action, Comedy, Crime            "
An Officer and a Gentleman,(1982),124 min,7.0,75        ,"55,954",$129.80M,R,"
Drama, Romance            "
National Lampoon's Animal House,(1978),109 min,7.4,79        ,"119,818",$0.20M,R,"
Comedy            "
Wild Hogs,(2007),100 min,5.8,27        ,"118,333",$168.27M,PG-13,"
Action, Adventure, Comedy            "
This Is Spinal Tap,(1984),82 min,7.9,92        ,"138,533",$4.74M,R,"
Comedy, Music            "
21,(2008),123 min,6.8,48        ,"248,102",$81.16M,PG-13,"
Crime, Drama, History            "
Captain Fantastic,(2016),118 min,7.8,72        ,"214,727",$5.88M,R,"
Comedy, Drama            "
Romancing the Stone,(1984),106 min,6.9,63        ,"92,738",$76.57M,PG,"
Action, Adventure, Comedy            "
Manchester by the Sea,(2016),137 min,7.8,96        ,"275,146",$47.70M,R,"
Drama            "
Insidious,(I) (2010),103 min,6.8,52        ,"301,925",$54.01M,PG-13,"
Horror, Mystery, Thriller            "
Orphan,(2009),123 min,7.0,42        ,"213,183",$41.60M,R,"
Horror, Mystery, Thriller            "
The Wild Bunch,(1969),135 min,7.9,97        ,"83,951",$12.06M,R,"
Action, Adventure, Western            "
Dick Tracy,(1990),105 min,6.2,68        ,"61,522",$103.74M,PG,"
Action, Comedy, Crime            "
Zoolander,(2001),90 min,6.5,61        ,"262,130",$45.17M,PG-13,"
Comedy            "
All the Right Moves,(1983),91 min,5.9,62        ,"18,678",$17.23M,R,"
Drama, Romance, Sport            "
Star Trek Into Darkness,(2013),132 min,7.7,72        ,"480,137",$228.78M,PG-13,"
Action, Adventure, Sci-Fi            "
That's My Boy,(2012),116 min,5.5,31        ,"99,172",$36.93M,R,"
Comedy            "
Nomadland,(2020),107 min,7.3,93        ,"152,187",-,R,"
Drama            "
Bumblebee,(I) (2018),114 min,6.7,66        ,"160,446",$127.20M,PG-13,"
Action, Adventure, Sci-Fi            "
Spring Breakers,(2012),94 min,5.3,63        ,"141,562",$14.12M,R,"
Crime, Drama, Thriller            "
Enchanted,(2007),107 min,7.1,75        ,"195,750",$127.81M,PG,"
Animation, Adventure, Comedy            "
The Little Mermaid,(1989),83 min,7.6,88        ,"256,782",$111.54M,G,"
Animation, Adventure, Comedy            "
Kick-Ass,(2010),117 min,7.6,66        ,"554,471",$48.07M,R,"
Action, Comedy, Crime            "
Don't Breathe 2,(2021),98 min,6.0,46        ,"50,988",$32.64M,R,"
Action, Crime, Thriller            "
Voyagers,(2021),108 min,5.4,44        ,"19,822",-,PG-13,"
Adventure, Sci-Fi, Thriller            "
The Passion of the Christ,(2004),127 min,7.2,47        ,"230,263",$370.78M,R,"
Drama            "
Sex Tape,(2014),94 min,5.1,36        ,"112,208",$38.54M,R,"
Comedy, Romance            "
A River Runs Through It,(1992),123 min,7.2,68        ,"59,541",$43.44M,PG,"
Drama            "
Love Story,(1970),100 min,6.9,84        ,"33,907",$106.40M,PG,"
Drama, Romance            "
Space Cowboys,(2000),130 min,6.5,73        ,"80,781",$90.46M,PG-13,"
Action, Adventure, Thriller            "
Immortals,(2011),110 min,6.0,46        ,"167,600",$83.50M,R,"
Action, Drama, Fantasy            "
The Forever Purge,(2021),103 min,5.4,53        ,"31,112",$44.54M,R,"
Action, Horror, Thriller            "
Ted,(2012),106 min,6.9,62        ,"603,497",$218.82M,R,"
Comedy            "
Super 8,(2011),112 min,7.0,72        ,"351,710",$127.00M,PG-13,"
Action, Mystery, Sci-Fi            "
The Accused,(1988),111 min,7.1,65        ,"35,444",$32.07M,R,"
Crime, Drama            "
Brightburn,(2019),90 min,6.1,44        ,"95,145",$17.30M,R,"
Drama, Horror, Mystery            "
Misery,(1990),107 min,7.8,75        ,"204,317",$61.28M,R,"
Drama, Thriller            "
Mulan,(1998),88 min,7.6,71        ,"280,782",$120.62M,G,"
Animation, Adventure, Comedy            "
Rio Bravo,(1959),141 min,8.0,93        ,"61,803",$12.54M,Passed,"
Western            "
Godzilla,(2014),123 min,6.4,62        ,"408,499",$200.68M,PG-13,"
Action, Adventure, Sci-Fi            "
Jumanji,(1995),104 min,7.0,39        ,"337,941",$100.48M,PG,"
Adventure, Comedy, Family            "
X-Men Origins: Wolverine,(2009),107 min,6.5,40        ,"497,152",$179.88M,PG-13,"
Action, Sci-Fi            "
Shaun of the Dead,(2004),99 min,7.9,76        ,"547,882",$13.54M,R,"
Comedy, Horror            "
Road Trip,(2000),93 min,6.5,55        ,"168,250",$68.54M,R,"
Comedy            "
Austin Powers: International Man of Mystery,(1997),89 min,7.0,51        ,"237,024",$53.88M,PG-13,"
Adventure, Comedy            "
The Jungle Book,(2016),106 min,7.4,77        ,"273,988",$364.00M,PG,"
Adventure, Drama, Family            "
Friends with Benefits,(2011),109 min,6.5,63        ,"362,855",$55.80M,R,"
Comedy, Romance            "
Event Horizon,(1997),96 min,6.6,35        ,"175,221",$26.67M,R,"
Horror, Sci-Fi, Thriller            "
Deep Impact,(1998),120 min,6.2,40        ,"176,808",$140.46M,PG-13,"
Action, Drama, Sci-Fi            "
First Blood,(1982),93 min,7.7,61        ,"246,972",$47.21M,R,"
Action, Adventure, Thriller            "
The Royal Tenenbaums,(2001),110 min,7.6,76        ,"288,309",$52.36M,R,"
Comedy, Drama            "
The Addams Family,(1991),99 min,6.9,57        ,"151,513",$113.50M,PG-13,"
Comedy, Fantasy            "
In the Heights,(2021),143 min,7.3,84        ,"45,293",-,PG-13,"
Drama, Musical, Romance            "
There's Something About Mary,(1998),119 min,7.1,69        ,"307,865",$176.48M,R,"
Comedy, Romance            "
Hercules,(I) (2014),98 min,6.0,47        ,"154,910",$72.69M,PG-13,"
Action, Adventure, Fantasy            "
They Live,(1988),94 min,7.2,55        ,"126,929",$13.01M,R,"
Action, Horror, Sci-Fi            "
Moonlight,(I) (2016),111 min,7.4,99        ,"301,544",$27.85M,R,"
Drama            "
Flash Gordon,(1980),111 min,6.5,58        ,"56,071",-,PG,"
Action, Adventure, Sci-Fi            "
Glass,(2019),129 min,6.6,43        ,"236,393",$111.05M,PG-13,"
Drama, Horror, Sci-Fi            "
National Treasure,(2004),131 min,6.9,39        ,"326,921",$173.01M,PG,"
Action, Adventure, Mystery            "
Dirty Harry,(1971),102 min,7.7,87        ,"154,411",$35.90M,R,"
Action, Crime, Thriller            "
Kindergarten Cop,(1990),111 min,6.2,61        ,"147,091",$91.46M,PG-13,"
Action, Comedy, Crime            "
That Awkward Moment,(2014),94 min,6.1,36        ,"102,551",$26.05M,R,"
Comedy, Romance            "
Clifford the Big Red Dog,(2021),96 min,5.9,55        ,"11,924",-,PG,"
Adventure, Comedy, Family            "
How Do You Know,(2010),121 min,5.4,46        ,"50,128",$30.21M,PG-13,"
Comedy, Drama, Romance            "
The Guernsey Literary and Potato Peel Pie Society,(2018),124 min,7.3,65        ,"45,302",-,TV-14,"
Drama, Romance, War            "
Constantine,(2005),121 min,7.0,50        ,"336,364",$75.98M,R,"
Action, Fantasy, Horror            "
Two Night Stand,(2014),86 min,6.3,45        ,"69,628",$0.02M,R,"
Comedy, Romance            "
Freddy vs. Jason,(2003),97 min,5.7,37        ,"118,414",$82.62M,R,"
Action, Horror            "
The Art of Racing in the Rain,(2019),109 min,7.5,43        ,"30,487",$25.50M,PG,"
Comedy, Drama, Romance            "
The Beach,(I) (2000),119 min,6.6,43        ,"236,621",$39.79M,R,"
Adventure, Drama, Romance            "
The Turning,(2020),94 min,3.8,35        ,"13,551",-,PG-13,"
Drama, Horror, Mystery            "
Trading Places,(1983),116 min,7.5,69        ,"149,698",$90.40M,R,"
Comedy            "
The Hobbit: The Desolation of Smaug,(2013),161 min,7.8,66        ,"644,860",$258.37M,PG-13,"
Adventure, Fantasy            "
The Ring,(2002),115 min,7.1,57        ,"343,306",$129.13M,PG-13,"
Horror, Mystery            "
Yoga Hosers,(2016),88 min,4.2,23        ,"13,906",-,PG-13,"
Action, Comedy, Horror            "
The Day After Tomorrow,(2004),124 min,6.4,47        ,"441,910",$186.74M,PG-13,"
Action, Adventure, Sci-Fi            "
Talladega Nights: The Ballad of Ricky Bobby,(2006),108 min,6.6,66        ,"182,005",$148.21M,PG-13,"
Comedy, Sport            "
Conan the Barbarian,(2011),113 min,5.1,36        ,"98,765",$21.30M,R,"
Action, Adventure, Fantasy            "
Van Helsing,(2004),131 min,6.0,35        ,"262,273",$120.18M,PG-13,"
Action, Adventure, Fantasy            "
The Bourne Identity,(2002),119 min,7.9,68        ,"539,602",$121.66M,PG-13,"
Action, Mystery, Thriller            "
Beautiful Boy,(I) (2018),120 min,7.3,62        ,"72,774",$7.65M,R,"
Biography, Drama            "
The Dirt,(2019),107 min,6.9,39        ,"48,145",-,TV-MA,"
Biography, Comedy, Drama            "
Friday,(1995),91 min,7.2,54        ,"111,425",$27.47M,R,"
Comedy, Drama            "
Raw,(2016),99 min,7.0,81        ,"75,066",$0.51M,R,"
Drama, Horror            "
Narc,(2002),105 min,7.1,70        ,"40,903",$10.46M,R,"
Crime, Drama, Mystery            "
McCabe & Mrs. Miller,(1971),120 min,7.6,93        ,"24,853",$8.20M,R,"
Drama, Western            "
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,(1964),95 min,8.4,97        ,"481,683",$0.28M,PG,"
Comedy, War            "
Ghost,(1990),127 min,7.1,52        ,"213,416",$217.63M,PG-13,"
Drama, Fantasy, Romance            "
Chef,(2014),114 min,7.3,68        ,"212,647",$30.64M,R,"
Adventure, Comedy, Drama            "
Galaxy Quest,(1999),102 min,7.4,70        ,"162,173",$71.58M,PG,"
Adventure, Comedy, Sci-Fi            "
The Hills Have Eyes,(2006),107 min,6.4,52        ,"169,209",$41.78M,R,"
Horror, Thriller            "
Despicable Me,(2010),95 min,7.6,72        ,"534,471",$251.51M,PG,"
Animation, Adventure, Comedy            "
The Phantom of the Opera,(2004),143 min,7.2,40        ,"121,943",$51.27M,PG-13,"
Drama, Musical, Romance            "
Birdman or (The Unexpected Virtue of Ignorance),(2014),119 min,7.7,87        ,"619,529",$42.34M,R,"
Comedy, Drama            "
The 5th Wave,(2016),112 min,5.2,33        ,"108,271",$34.92M,PG-13,"
Action, Adventure, Sci-Fi            "
Waterworld,(1995),177 min,6.2,56        ,"194,181",$88.25M,PG-13,"
Action, Adventure, Sci-Fi            "
A Knight's Tale,(2001),132 min,6.9,56        ,"184,670",$56.57M,PG-13,"
Action, Adventure, Romance            "
Red Dawn,(1984),114 min,6.3,53        ,"56,756",$38.38M,PG-13,"
Action, Drama, Thriller            "
MASH,(1970),116 min,7.4,80        ,"72,466",$81.60M,R,"
Comedy, Drama, War            "
2 Days in the Valley,(1996),104 min,6.5,-,"20,064",$11.11M,R,"
Comedy, Crime, Thriller            "
Sin City: A Dame to Kill For,(2014),102 min,6.5,46        ,"160,759",$13.76M,R,"
Action, Crime, Thriller            "
1408,(2007),104 min,6.8,64        ,"270,111",$71.99M,PG-13,"
Fantasy, Horror, Mystery            "
Terminator Genisys,(2015),126 min,6.3,38        ,"274,478",$89.76M,PG-13,"
Action, Adventure, Sci-Fi            "
BlacKkKlansman,(2018),135 min,7.5,83        ,"256,786",$49.28M,R,"
Biography, Comedy, Crime            "
Epic Movie,(2007),86 min,2.4,17        ,"105,295",$39.74M,PG-13,"
Adventure, Comedy, Fantasy            "
Slumdog Millionaire,(2008),120 min,8.0,84        ,"834,979",$141.32M,R,"
Drama, Romance            "
Tremors,(1990),96 min,7.1,65        ,"135,786",$16.67M,PG-13,"
Comedy, Horror            "
"Blood In, Blood Out",(1993),180 min,7.9,47        ,"31,109",$4.50M,R,"
Crime, Drama            "
We Were Soldiers,(2002),138 min,7.1,65        ,"140,449",$78.12M,R,"
Action, Drama, History            "
The Boy Next Door,(2015),91 min,4.7,30        ,"41,824",$35.39M,R,"
Drama, Horror, Romance            "
I Care a Lot,(2020),118 min,6.3,66        ,"129,046",-,R,"
Comedy, Crime, Drama            "
Young Guns,(1988),107 min,6.8,50        ,"60,985",$45.66M,R,"
Action, Western            "
King Arthur,(2004),126 min,6.3,46        ,"166,999",$51.88M,PG-13,"
Action, Adventure, Drama            "
The Neon Demon,(2016),117 min,6.1,51        ,"93,872",$1.33M,R,"
Horror, Thriller            "
Manhunter,(1986),120 min,7.2,75        ,"72,749",$8.62M,R,"
Crime, Mystery, Thriller            "
Weird Science,(1985),94 min,6.6,46        ,"87,713",$23.83M,PG-13,"
Comedy, Romance, Sci-Fi            "
Ant-Man and the Wasp,(2018),118 min,7.0,70        ,"382,322",$216.65M,PG-13,"
Action, Adventure, Comedy            "
3:10 to Yuma,(2007),122 min,7.7,76        ,"307,126",$53.61M,R,"
Action, Crime, Drama            "
Cloud Atlas,(2012),172 min,7.4,55        ,"360,024",$27.11M,R,"
Drama, Mystery, Sci-Fi            "
Don't Breathe,(2016),88 min,7.1,71        ,"266,620",$89.22M,R,"
Crime, Horror, Thriller            "
Pieces of a Woman,(2020),126 min,7.0,66        ,"48,339",-,R,"
Drama            "
Game Night,(I) (2018),100 min,6.9,66        ,"230,284",$69.18M,R,"
Action, Adventure, Comedy            "
Hostel,(2005),94 min,5.9,55        ,"178,725",$47.33M,R,"
Horror            "
Something's Gotta Give,(2003),128 min,6.7,66        ,"120,993",$124.73M,PG-13,"
Comedy, Drama, Romance            "
Safe House,(2012),115 min,6.7,52        ,"221,239",$126.37M,R,"
Action, Thriller            "
American Gangster,(2007),157 min,7.8,76        ,"420,399",$130.16M,R,"
Biography, Crime, Drama            "
The Village,(2004),108 min,6.6,44        ,"258,371",$114.20M,PG-13,"
Drama, Mystery, Thriller            "
Teen Wolf,(1985),91 min,6.1,25        ,"52,568",$33.09M,PG,"
Comedy, Fantasy, Romance            "
I Am Legend,(2007),101 min,7.2,65        ,"741,045",$256.39M,PG-13,"
Action, Drama, Sci-Fi            "
Cats,(2019),110 min,2.8,32        ,"50,285",-,PG,"
Comedy, Drama, Family            "
Cherry,(I) (2021),142 min,6.6,44        ,"30,871",-,R,"
Crime, Drama            "
The Expendables 3,(2014),126 min,6.1,35        ,"180,438",$39.32M,PG-13,"
Action, Adventure, Thriller            "
Warcraft,(2016),123 min,6.7,32        ,"260,463",$47.37M,PG-13,"
Action, Adventure, Fantasy            "
Can You Keep a Secret?,(2019),94 min,5.3,35        ,"16,441",$0.03M,TV-MA,"
Comedy, Romance            "
The Vow,(2012),104 min,6.8,43        ,"193,032",$125.01M,PG-13,"
Drama, Romance            "
Fear,(1996),97 min,6.2,51        ,"47,736",$20.75M,R,"
Drama, Thriller            "
Superman,(1978),143 min,7.4,81        ,"172,598",$134.22M,PG,"
Action, Adventure, Sci-Fi            "
Natural Born Killers,(1994),119 min,7.2,74        ,"231,403",$50.28M,R,"
Action, Crime, Drama            "
Mandy,(I) (2018),121 min,6.5,81        ,"76,525",$1.21M,Not Rated,"
Action, Fantasy, Horror            "
Million Dollar Baby,(2004),132 min,8.1,86        ,"677,057",$100.49M,PG-13,"
Drama, Sport            "
St. Elmo's Fire,(1985),110 min,6.3,35        ,"41,844",$37.80M,R,"
Drama, Romance            "
8 Mile,(2002),110 min,7.1,77        ,"281,379",$116.72M,R,"
Drama, Music            "
Atlantis: The Lost Empire,(2001),95 min,6.9,52        ,"116,831",$84.05M,PG,"
Animation, Action, Adventure            "
Gifted,(2017),101 min,7.6,60        ,"113,824",$24.80M,PG-13,"
Drama            "
Pleasantville,(1998),124 min,7.5,71        ,"128,553",$40.57M,PG-13,"
Comedy, Drama, Fantasy            "
Bridge to Terabithia,(2007),96 min,7.2,74        ,"154,632",$82.27M,PG,"
Drama, Family, Fantasy            "
Moon,(2009),97 min,7.8,67        ,"354,794",$5.01M,R,"
Drama, Mystery, Sci-Fi            "
Hillbilly Elegy,(2020),116 min,6.7,38        ,"41,486",-,R,"
Drama            "
The Last Airbender,(2010),103 min,4.0,20        ,"162,369",$131.56M,PG,"
Action, Adventure, Family            "
The Master,(2012),138 min,7.1,86        ,"171,836",$16.38M,R,"
Drama            "
Red Dragon,(2002),124 min,7.2,60        ,"269,946",$93.15M,R,"
Crime, Drama, Thriller            "
Big Trouble in Little China,(1986),99 min,7.2,53        ,"137,569",$11.10M,PG-13,"
Action, Adventure, Comedy            "
Cape Fear,(1991),128 min,7.3,73        ,"190,766",$79.10M,R,"
Crime, Thriller            "
Nanny McPhee,(2005),97 min,6.6,59        ,"75,670",$47.14M,PG,"
Comedy, Family, Fantasy            "
This Is 40,(2012),134 min,6.2,59        ,"138,341",$67.54M,R,"
Comedy, Drama, Romance            "
Toy Story 3,(2010),103 min,8.3,92        ,"816,550",$415.00M,G,"
Animation, Adventure, Comedy            "
Fantastic Mr. Fox,(2009),87 min,7.9,83        ,"225,852",$21.00M,PG,"
Animation, Adventure, Comedy            "
Easy A,(2010),92 min,7.0,72        ,"385,078",$58.40M,PG-13,"
Comedy, Drama, Romance            "
Elysium,(I) (2013),109 min,6.6,61        ,"442,069",$93.05M,R,"
Action, Drama, Sci-Fi            "
John Carter,(2012),132 min,6.6,51        ,"269,710",$73.08M,PG-13,"
Action, Adventure, Sci-Fi            "
Mary Poppins,(1964),139 min,7.8,88        ,"169,854",$102.27M,G,"
Comedy, Family, Fantasy            "
Batman v Superman: Dawn of Justice Ultimate Edition,(2016),182 min,7.2,-,"44,901",-,R,"
Action, Adventure, Sci-Fi            "
Bill & Ted's Excellent Adventure,(1989),90 min,6.9,50        ,"129,296",$40.49M,PG,"
Adventure, Comedy, Music            "
The Kissing Booth,(2018),105 min,5.9,-,"82,077",-,TV-14,"
Comedy, Romance            "
Pain & Gain,(2013),129 min,6.4,45        ,"215,012",$49.88M,R,"
Action, Comedy, Crime            "
The Hitchhiker's Guide to the Galaxy,(2005),109 min,6.7,63        ,"197,193",$51.09M,PG,"
Adventure, Comedy, Sci-Fi            "
Liar Liar,(1997),86 min,6.9,70        ,"303,959",$181.41M,PG-13,"
Comedy, Fantasy            "
